CPUpcntbusy,'Network:total packets/s',SDApcntbusy,memory:pgpgin/s,memory:pgpgout/s,java_totcpu,java_pctcpu,java_rss,java_avgmem_t,java_totcpu_t,puppet_totcpu,puppet_pctcpu,puppet_rss,puppet_avgmem_t,puppet_totcpu_t,sendmail_rss,sendmail_avgmem_t,Crash
9.783784,51.353333,0.0675,0.346667,34.513333,458.73996,9.553891,1405892.8,2135062.4,7781.36,?,?,?,?,?,1792,57712,No
3.013978,67.256667,0.0865,0.393333,37.506667,136.85,2.850067,624823.2,947260.4,7919.8,?,?,?,?,?,1792,57712,No
5.551262,62.066667,0.051833,0,30.9,262.08,5.47913,1093426.4,1657166,8182.72,?,?,?,?,?,1792,57712,No
0.261858,66.786667,0.069833,0,27.18,8.25,0.171821,312425.6,473476,8192.59,?,?,?,?,?,1792,57712,No
0.551632,100.943333,0.053833,0,29.76,17.06,0.355296,624874,946952,8211.92,?,?,?,?,?,1792,57712,No
11.219271,50.793333,0.0725,0.44,30.966667,534.78,11.158342,1405936.8,2128791.6,8746.97,?,?,?,?,?,1792,57712,No
13.820149,63.276667,0.099,0.373333,57.266667,600.74,12.511246,1561928,2362034.4,9347.71,36.22,0.754334,88596,109466,7453.33,1792,57712,No
1.265345,70.103333,0.063,0.346667,41.18,52.89,1.10149,937154.4,1416727.2,9401.69,?,?,?,?,?,1792,57712,No
0.709329,69.88,0.083167,0,37.026667,25.33,0.527531,1093401.6,1652848.4,9427.83,?,?,?,?,?,1792,57712,No
0.852233,64.506667,0.072667,0,33.54,37.24,0.777037,1249648.8,1888969.6,9465.63,?,?,?,?,?,1792,57712,No
1.552198,96.523333,0.0635,0,34.653333,69.53,1.44805,1249699.2,1888969.6,9535.69,?,?,?,?,?,1792,57712,No
2.640877,62.44,0.087667,0,35.126667,123.159996,2.564987,1562144.4,2361212,9658.85,?,?,?,?,?,1792,57712,No
6.505608,387.011647,0.06406,0,51.540765,293.16,6.119015,1562183.6,2361212,9952.01,?,?,?,?,?,1792,57712,No
11.997054,1149.292154,0.070952,0,56.267112,565.23004,11.77197,1562205.6,2361212,10517.24,?,?,?,?,?,1792,57712,No
13.65516,516.096667,0.069667,0,44.993333,600.18005,12.499714,1562190.4,2360389.6,11117.42,35.67,0.742889,88369.2,109238.8,7489,1792,57712,No
1.375961,24.24,0.070833,0,29.52,59.96,1.248724,156214,235915.6,11177.38,?,?,?,?,?,1792,57712,No
2.629825,66.926667,0.137833,3.18,52.015,110.450005,2.300301,518573.6,1298546.4,110.86,?,?,?,?,?,1792,57712,No
0.221652,63.54,0.0755,0,39.14,3.5,0.072893,330496.4,676926,116.15,?,?,?,?,?,1792,57712,No
0.302689,79.716667,0.080833,0,63.586667,1.4,0.029158,219646.8,451386.8,121.57,?,?,?,?,?,1792,57712,No
0.411013,373.613333,0.105667,0,71.04,6.09,0.127012,447056.8,902979.2,129.49,?,?,?,?,?,1792,57712,No
0.267303,213.166667,0.083333,0,56.966667,2.57,0.053523,335966.8,677234.4,135.29,?,?,?,?,?,1792,57712,No
0.395184,473.176667,0.126,0.533333,81.54,1.53,0.031865,222945.2,451489.6,139.15,?,?,?,?,?,1792,57712,No
0.281025,83.07,0.097167,0,57.993333,3.8,0.079145,336994,680971.2,146.42,?,?,?,?,?,1792,57712,No
1.29075,93.72,0.083333,0.006667,71.973333,1.15,0.02395,224192,453980.8,151.19,35.02,0.729147,88144,109014,7524.02,1792,57712,No
0.284565,85.276667,0.081167,0,62.886667,?,?,?,?,?,?,?,?,?,?,1792,57712,No
0.288731,82.893333,0.098667,0,61.333333,2.02,0.042068,328194.8,680971.2,157.91,?,?,?,?,?,1792,57712,No
0.226653,82.98,0.0835,0,56.78,2.06,0.042903,324934,680971.2,163.68,?,?,?,?,?,1792,57712,No
0.215194,80.86,0.086833,0,58.293333,0.58,0.012079,108047.6,226990.4,166.03,?,?,?,?,?,1792,57712,No
0.218475,82.916667,0.0945,0,57.466667,1.78,0.03707,324214.4,680971.2,171.35,?,?,?,?,?,1792,57712,No
0.250817,84.536667,0.083,0.006667,59.093333,3.1,0.064562,432462,907961.6,177.1,?,?,?,?,?,1792,57712,No
0.291648,89.126667,0.099333,0,63.653333,1.47,0.030615,216292,453980.8,180.76,?,?,?,?,?,1792,57712,No
0.277065,81.776667,0.080333,0,62.126667,1.6,0.033322,216512.8,453980.8,184.71,?,?,?,?,?,1075.2,34627.2,No
1.329081,93.233333,0.0925,0,70.365,1.58,0.032905,217266.8,453980.8,189.07,39.239998,0.817231,88222.8,109104.4,7563.71,?,?,Yes
0.246233,83.266667,0.0825,0,58.366667,2.47,0.051441,329060.8,680971.2,195.32,?,?,?,?,?,?,?,No
0.562257,81.733333,0.092333,0,60.526667,18.890001,0.39341,618020.8,1161166.4,215.67,?,?,?,?,?,?,?,No
0.26769,83.28,0.083,0,61.153333,4.06,0.084555,634633.6,1167720,222.03,?,?,?,?,?,?,?,No
0.340129,83.333333,0.102,0.006667,63.96,2.91,0.060606,134612.8,233544,226.33,?,?,?,?,?,?,?,No
0.292898,84.046667,0.080833,0,64.173333,1.96,0.041014,403916,700632,232.2,?,?,?,?,?,?,?,No
0.226236,82.766667,0.0945,0,58.8,1.24,0.025825,269316.4,467088,235.59,?,?,?,?,?,?,?,No
0.234985,82.02,0.081167,0,73.073333,2.15,0.044777,538716.8,934176,242.01,?,?,?,?,?,?,?,No
0.610793,86.756667,1.495333,105.026667,71.493333,0.52,0.01083,134082,233544,244.47,?,?,?,?,?,716.8,23084.8,No
1.605111,182.15,0.103667,0.001667,75.318333,14.07,0.293036,906508,1634808,261.2,36.42,0.758497,88862,109740,7600.13,1792,57712,No
0.419344,113.21,0.0975,0.006667,66.313333,9.39,0.195561,973269.6,1868352,271.51,?,?,?,?,?,1792,57712,No
0.504967,130.39,0.097667,0,62.413333,14.690001,0.305942,1193125.6,2335440,286.2,?,?,?,?,?,1792,57712,No
0.70968,258.31,0.116667,0,72.533333,15.540001,0.323984,1217696.4,2107447.2,302.21,?,?,?,?,?,1792,57712,No
0.293315,167.496667,0.077333,0,60.38,4.76,0.099133,812955.2,1404964.8,308.87,?,?,?,?,?,1792,57712,No
0.327686,164.336667,0.1005,0,57.433333,7.19,0.149741,1218038.4,2107447.2,316.06,?,?,?,?,?,1792,57712,No
0.247485,143.503333,0.062833,0,33.426667,7.11,0.148483,1212892.4,2107447.2,324.12,?,?,?,?,?,1792,57712,No
0.262067,148.933333,0.0565,0,34.646667,5.11,0.106424,1071020,1873286.4,330.19,?,?,?,?,?,1792,57712,No
0.267066,146.563333,0.075667,0,34.92,3.92,0.08164,666016.4,1170804,335.93,?,?,?,?,?,1792,57712,No
1.246998,188.456667,0.064167,0,44.413333,5.250001,0.10934,1068678.8,1873286.4,342.53,35.2,0.733081,88142.4,109012,7635.33,1792,57712,No
0.210612,150.806667,0.049667,0,30.273333,4.61,0.096272,930703.2,1639125.6,348.51,?,?,?,?,?,1792,57712,No
0.509564,129.486667,0.073167,0,34.52,18.86,0.392788,849846.4,1405684.4,368.67,?,?,?,?,?,1792,57712,No
0.279358,153.21,0.0495,0,31.993333,9.77,0.203476,1449054,2344692,378.81,?,?,?,?,?,1792,57712,No
0.273317,151.023333,0.072333,0,35.426667,4.97,0.103508,1003484,1641284.4,385.19,?,?,?,?,?,1792,57712,No
0.284356,145.976667,0.057167,0,34.933333,6.41,0.133498,1290905.2,2110222.8,392.09,?,?,?,?,?,1792,57712,No
0.230818,179.166667,0.062667,0,30.466667,6.76,0.140787,1440914.4,2344692,398.85,?,?,?,?,?,1792,57712,No
0.204778,142.083333,0.066667,0,28.666667,6.75,0.14058,1449578,2344692,405.6,?,?,?,?,?,1792,57712,No
0.259775,166.246667,0.054167,0,31.153333,8.71,0.181919,1460900.4,2349626.4,414.31,?,?,?,?,?,1792,57712,No
1.278662,164.323333,0.057667,0,46.113333,7.14,0.148702,1467377.6,2352916,421.45,35.440002,0.738112,88897.2,109797.2,7670.77,1792,57712,No
0.270642,139.416667,0.071667,0,36.486667,5.29,0.110173,1176342.8,1882332.8,427.58,?,?,?,?,?,1792,57712,No
0.295817,139.31,0.054,0,36.8,6.150001,0.128264,1324364.4,2117932.8,434.14,?,?,?,?,?,1792,57712,No
0.221652,165.91,0.06,0,31.246667,5.3,0.11038,1178378,1883155.2,440.29,?,?,?,?,?,1792,57712,No
0.224244,134.283019,0.082453,0,36.05283,2.84,0.059147,589264.4,941577.6,446.6,?,?,?,?,?,1075.2,34627.2,No
0.228528,137.246667,0.0475,0,31.833333,4.48,0.093303,884346.8,1412366.4,452.85,?,?,?,?,?,1792,57712,No
0.212695,130.586667,0.072333,0,31.773333,4.960001,0.1033,1032184.8,1647760.8,459.1,?,?,?,?,?,1792,57712,No
0.2654,101.576667,0.056833,0,34.586667,4.28,0.089138,560250.4,971027.6,229.07,?,?,?,?,?,1792,57712,No
0.232901,102.286667,0.074667,0,34.84,1.5,0.031239,281504,485668,232.66,?,?,?,?,?,1792,57712,No
0.158948,101.713333,0.047167,0,30.346667,1.88,0.039153,422304.4,728502,237.93,?,?,?,?,?,1792,57712,No
0.139991,98.163333,0.065,0,26.386667,1.12,0.023326,281582.4,485668,241.84,?,?,?,?,?,1792,57712,No
1.172008,146.836667,0.067167,0,40.233333,1.74,0.036239,422416.8,728502,246.24,35.62,0.741843,88376,109246,8025.79,1792,57712,No
0.134383,98.13,0.057167,0,25.986667,1.55,0.032282,422452.8,728502,251.37,?,?,?,?,?,1792,57712,No
0.219777,99.356667,0.061833,0,34.766667,1.29,0.026866,279733.6,485668,254.91,?,?,?,?,?,1792,57712,No
0.23311,100.426667,0.063,0,34.033333,2.59,0.053941,553506,971336,258.96,?,?,?,?,?,1792,57712,No
0.169573,104.11,0.048833,0,28.6,3.24,0.067478,681919.2,1214170,265.75,?,?,?,?,?,1792,57712,No
0.165614,98.046667,0.063167,0,27.06,2.44,0.050817,407819.6,728502,271.25,?,?,?,?,?,1792,57712,No
0.188738,134.453333,0.0565,0,28.7,2.34,0.048733,407650.4,728502,275.73,?,?,?,?,?,1792,57712,No
0.18728,99.083333,0.055333,0,29.553333,3.79,0.078933,678616.8,1214684,282.2,?,?,?,?,?,1792,57712,No
1.292411,230.166667,0.081833,0,56.2,3.08,0.064146,674357.6,1214684,286.41,35.7,0.743505,88478.8,109349.6,8061.49,1792,57712,No
0.505604,97.033333,0.0875,0,40.588333,6.72,0.139959,399436,728132.8,295.84,?,?,?,?,?,1792,57712,No
0.067912,15.833333,0.036333,0,21.953333,?,?,?,?,?,?,?,?,?,?,1792,57712,No
0.687872,18.08,0.085,3.353333,26.578333,25.56,0.532334,42092.8,199274.8,25.56,?,?,?,?,?,1792,57712,No
2.126334,406.263333,0.092,0.006667,51.483333,89.03,1.854252,640559.6,1370685.2,115.02,?,?,?,?,?,1792,57712,No
0.178228,141.72963,0.074444,0,29.888889,1.56,0.03249,321436.8,685695.6,120.41,?,?,?,?,?,1792,57712,No
0.259982,126.846667,0.059667,0,40.36,3.36,0.069978,536253.2,1143340,125.75,?,?,?,?,?,1792,57712,No
0.376226,286.163333,0.086667,0,57.86,5.65,0.117668,429277.6,914672,133.84,?,?,?,?,?,1792,57712,No
0.196565,234.24,0.051,0,28.573333,2.78,0.057899,325023.6,686004,139.39,?,?,?,?,?,1792,57712,No
1.43991,506.63,0.111833,0.453333,67.255,4.7,0.098121,561452,1163000.8,146.46,35.660004,0.744033,133077.6,164383.2,8097.15,1792,57712,No
0.198112,129.786667,0.069,0,31.533333,3.46,0.072059,576352.4,1176108,150.73,?,?,?,?,?,1792,57712,No
0.166032,96.023333,0.0665,0,31.973333,1.56,0.032489,230350.4,470443.2,154.92,?,?,?,?,?,1792,57712,No
0.235817,99.083333,0.062167,0,38.406667,1.95,0.040611,230400.8,470443.2,159.3,?,?,?,?,?,1792,57712,No
0.237067,100.356667,0.081833,0,35.426667,1.83,0.038112,230466.4,470443.2,165.89,?,?,?,?,?,1792,57712,No
0.17728,95.983333,0.055667,0,31.026667,1.86,0.038738,230519.2,470443.2,170.09,?,?,?,?,?,1792,57712,No
0.159989,95.896667,0.076833,0,30.02,1.34,0.027908,230564,470443.2,173.61,?,?,?,?,?,1792,57712,No
0.21159,131.906667,0.058667,0,30.86,3.51,0.073441,463413.6,940886.4,180.9,?,?,?,?,?,1792,57712,No
0.193737,96.516667,0.071,0,32.573333,5.01,0.104341,930081.2,1881772.8,186.67,?,?,?,?,?,537.6,17313.6,No
1.304091,117.143333,0.086333,0,50.626667,4.79,0.099758,819785.6,1646551.2,191.83,35.69,0.743294,88992,109867.2,8132.86,?,?,No
0.24436,99.75,0.085167,0,47.786667,1.73,0.036029,236837.6,470648.8,197.32,?,?,?,?,?,?,?,No
0.159364,96.626667,0.058333,0,32.233333,0.85,0.017703,118718.8,235324.4,199.58,?,?,?,?,?,?,?,No
0.163948,96.173333,0.0795,0,29.846667,1.83,0.038112,235730.8,470648.8,204.65,?,?,?,?,?,?,?,No
0.492053,135.556667,0.051167,0,34.026667,16.84,0.350728,509209.2,967512,225.52,?,?,?,?,?,?,?,No
0.185196,95.483333,0.070333,0,30.833333,2.48,0.05165,394407.6,725634,230.29,?,?,?,?,?,?,?,No
0.242472,98.823333,0.072167,0,35.78,2.37,0.049359,396044,725634,235.28,?,?,?,?,?,?,?,No
0.229359,96.126667,0.058167,0,33.526667,2.56,0.053315,538024.8,967512,240.46,?,?,?,?,?,?,?,No
0.174782,95.933333,0.082333,0,29.36,2.64,0.054982,547128.4,967512,245.64,?,?,?,?,?,?,?,No
1.178255,105.71,0.069833,0,45.133333,1.19,0.024784,274930.8,483756,249.08,35.77,0.744976,89054,109926.4,8168.63,?,?,No
0.194155,133.7,0.061333,0,31.853333,2.13,0.04436,412452.4,725839.6,253.21,?,?,?,?,?,?,?,No
0.176656,98.11,0.058333,0,32.113333,1.76,0.036655,409319.6,725942.4,258.52,?,?,?,?,?,?,?,No
0.628707,118.993333,0.080667,0,50.293333,2.03,0.042554,401716.8,725942.4,263.97,?,?,?,?,?,1612.8,51940.8,No
0.242485,107.246667,0.055333,0,35.613333,3.5,0.072893,795211.6,1451884.8,269.43,?,?,?,?,?,1792,57712,No
0.178828,101.63,0.069167,0,30.726667,3.26,0.067894,659216.4,1209904,274.7,?,?,?,?,?,1792,57712,No
0.217071,103.743333,0.051833,0,31.253333,5.52,0.114963,791680.8,1451884.8,281.79,?,?,?,?,?,1792,57712,No
0.208111,138.55,0.063833,0,32.706667,3.98,0.08289,792369.2,1452398.8,287.52,?,?,?,?,?,1792,57712,No
0.189989,101.473333,0.067833,0,31.78,3.57,0.074351,656029.2,1210418,292.71,?,?,?,?,?,1792,57712,No
1.302627,114.04,0.086,0.001667,51,3.3,0.068727,653191.6,1210418,298.48,35.63,0.742044,88836,109705.6,8204.26,1792,57712,No
0.241443,101.93,0.053833,0,34.933333,3.09,0.064355,521268.4,968334.4,303.77,?,?,?,?,?,1792,57712,No
0.181239,102.516667,0.070833,0,30.266667,3.8,0.079142,652244.8,1210418,309.47,?,?,?,?,?,1792,57712,No
0.175614,99.203333,0.0595,0,30.886667,2.36,0.04915,390930.8,726250.8,313.86,?,?,?,?,?,1792,57712,No
0.463868,148.076667,0.066833,0,35.326667,15.889999,0.330931,775650.4,1211446,332.12,?,?,?,?,?,1792,57712,No
0.170823,100.183333,0.066167,0,31.826667,1.89,0.039363,468166,726867.6,336.85,?,?,?,?,?,1792,57712,No
0.242901,102.38,0.06,0,36.88,3.53,0.073518,939704.4,1453735.2,342.39,?,?,?,?,?,1792,57712,No
0.248318,103.16,0.071333,0,35.306667,3.29,0.068519,785650.8,1211446,347.76,?,?,?,?,?,1792,57712,No
0.190822,101.46,0.056333,0,31.333333,3.84,0.080198,945999.6,1453735.2,353.26,?,?,?,?,?,1792,57712,No
1.250542,110.97,0.059,0,44.693333,5.49,0.114338,1266954.8,1938313.6,359.61,35.649998,0.742473,88962,109839.6,8239.91,1792,57712,No
0.200404,137.933333,0.069,0,31.24,3.51,0.073101,796755.6,1211446,365.28,?,?,?,?,?,1792,57712,No
0.187697,101.63,0.0705,0,31.313333,3.78,0.078725,963725.2,1453735.2,370.73,?,?,?,?,?,1792,57712,No
0.243098,102.476667,0.0585,0,35.746667,3.35,0.070094,804828.8,1211446,376.07,?,?,?,?,?,1792,57712,No
0.243526,102.206667,0.074333,0,34.62,3.52,0.073309,806032,1211446,381.61,?,?,?,?,?,1792,57712,No
0.18228,101.27,0.046667,0,30.613333,3.5,0.072894,806974,1211446,387.14,?,?,?,?,?,1792,57712,No
0.184156,100.393333,0.0685,0,30.8,2.99,0.062271,645824.4,969156.8,392.64,?,?,?,?,?,1792,57712,No
0.259357,137.713333,0.056333,0,31.28,6.03,0.125806,805068,1211446,400.72,?,?,?,?,?,1792,57712,No
1.002439,159.526667,0.139667,3.246667,36.866667,2.4,0.049983,636757.2,969156.8,405.27,?,?,?,?,?,1792,57712,No
1.329289,114.886667,0.076,0,54.806667,5.71,0.118919,1273518.8,1938313.6,411.9,35.42,0.737655,88556.8,109426.4,8275.33,1792,57712,No
0.249359,103.763333,0.064667,0,35.206667,3.52,0.07331,795963.2,1211446,417.95,?,?,?,?,?,1792,57712,No
0.198652,101.463333,0.0605,0,29.42,4.57,0.095176,796028.8,1211446,424.67,?,?,?,?,?,1792,57712,No
0.169782,100.293333,0.0655,0,29.74,2.72,0.056648,635547.6,969156.8,429.14,?,?,?,?,?,1792,57712,No
0.489551,139.26,0.057333,0,32.553333,17.01,0.354269,843491.6,1211446,449.18,?,?,?,?,?,1792,57712,No
0.191863,116.913333,0.066833,0,33.413333,3.04,0.063312,675248,969670.8,454.69,?,?,?,?,?,1792,57712,No
0.228527,110.936667,0.065333,0,36.593333,2.25,0.04686,675732.8,971212.8,458.47,?,?,?,?,?,1792,57712,No
0.242068,110.9,0.061667,0,35.066667,2.84,0.059147,678422.4,971212.8,464.51,?,?,?,?,?,1792,57712,No
0.215404,108.833333,0.060167,0,28.546667,6.17,0.128736,1188024,1699622.4,471.86,?,?,?,?,?,1792,57712,No
1.245336,120.526667,0.0705,0,43.753333,6.38,0.132873,1698662.4,2428032,478.24,35.67,0.742895,89188,110058.4,8311,1792,57712,No
0.268764,150.743333,0.056333,0,31.2,8.43,0.175566,1701307.6,2428032,486.67,?,?,?,?,?,1792,57712,No
0.228109,109.326667,0.0795,0,30.713333,7.53,0.156823,1708312,2428032,494.2,?,?,?,?,?,1792,57712,No
0.282275,112.77,0.0505,0,35.12,5.7,0.118901,1200710,1699622.4,501.18,?,?,?,?,?,1792,57712,No
0.271232,109.92,0.083667,0,34.533333,6.18,0.128708,1549388.4,2185228.8,507.84,?,?,?,?,?,1792,57712,No
0.214779,113.483333,0.055667,0,30.646667,6.35,0.132248,1556231.6,2185228.8,514.66,?,?,?,?,?,1792,57712,No
0.19957,111.026667,0.063333,0,31.386667,4.19,0.087263,1039095.2,1456819.2,519.79,?,?,?,?,?,1792,57712,No
0.232694,149.816667,0.071667,0,31.226667,5.36,0.111629,1212736,1699622.4,527.47,?,?,?,?,?,1792,57712,No
0.194779,110.723333,0.0525,0,31.96,3.02,0.062896,693122.8,971212.8,532.71,?,?,?,?,?,1792,57712,No
1.362397,139.42,0.078333,0,49.606667,4.09,0.08518,866434,1214016,538.51,35.67,0.742893,90003.2,110903.2,8346.67,1792,57712,No
0.255192,113.043333,0.058667,0,34.053333,4.31,0.09001,1039772,1456819.2,545.25,?,?,?,?,?,1792,57712,No
0.191446,111.883333,0.068667,0,30.373333,3.01,0.062688,693205.2,971212.8,550.72,?,?,?,?,?,1792,57712,No
0.197279,111.793333,0.061167,0,31.073333,2.87,0.059772,519908.4,728409.6,555.69,?,?,?,?,?,1792,57712,No
0.616834,163.006667,0.062167,0,32.346667,22.91,0.477134,894654,1216072,580.74,?,?,?,?,?,1792,57712,No
0.198737,113.056667,0.069333,0,31.473333,3.85,0.080182,1073597.6,1459286.4,587.09,?,?,?,?,?,1792,57712,No
0.248109,113.393333,0.063667,0,40.08,2.67,0.055606,715463.2,972857.6,591.83,?,?,?,?,?,1792,57712,No
0.251442,112.746667,0.072,0,34.273333,3.91,0.08143,1066779.2,1459286.4,597,?,?,?,?,?,1792,57712,No
1.246586,123.906667,0.06,0,45.24,3.93,0.081849,875740,1216072,603.95,35.670002,0.742879,89744.4,110614,8382.34,1792,57712,No
0.201238,110.56,0.064167,0,30.253333,3.53,0.073517,864230.4,1216072,609.26,?,?,?,?,?,1792,57712,No
0.220819,154.976667,0.059333,0,30.273333,4.18,0.087055,857638.8,1216072,615.22,?,?,?,?,?,1792,57712,No
0.211861,112.66,0.073833,0,30.673333,4.79,0.099758,1021916,1459286.4,622.61,?,?,?,?,?,1792,57712,No
0.28894,130.99,0.062833,0,37.393333,5.16,0.107465,1017364.8,1459286.4,629.59,?,?,?,?,?,1792,57712,No
0.334771,126.03,0.073,0,37.753333,6.04,0.125792,1351468.4,1945715.2,636.57,?,?,?,?,?,1792,57712,No
0.244569,129.76,0.0645,0,35.433333,4.48,0.093564,1008808.4,1459286.4,642.91,?,?,?,?,?,1792,57712,No
0.222902,128.493333,0.405333,56.793333,58.826667,4.08,0.084972,837860.8,1216072,649.34,?,?,?,?,?,1792,57712,No
0.250194,166.62,0.072333,0,33.66,5.76,0.119959,1170928.8,1702500.8,656.05,?,?,?,?,?,1792,57712,No
1.303666,126.096667,0.058167,0,47.493333,5.78,0.120379,1172321.2,1702500.8,663.73,35.75,0.744559,89591.2,110460.8,8418.09,1792,57712,No
0.301524,114.574956,0.069312,0,42.934744,2.87,0.059772,670366,972857.6,669.62,?,?,?,?,?,1254.4,40398.4,No
0.274983,113.416667,0.076167,0,35.573333,4.89,0.10184,1005778.4,1459286.4,676.36,?,?,?,?,?,1792,57712,No
0.215194,112.693333,0.052167,0,31.386667,5.449999,0.113504,1173522.4,1702500.8,683.74,?,?,?,?,?,1792,57712,No
0.209921,111.916667,0.077667,0,30.113333,5.46,0.113713,1173624.4,1702500.8,690.17,?,?,?,?,?,1792,57712,No
0.96911,148.39,0.054,0,32.593333,41.690002,0.868257,1542280,2189752,732.82,?,?,?,?,?,1792,57712,No
0.229151,112.483333,0.070333,0,32.106667,6.61,0.137891,1542322.8,2189854.8,739.9,?,?,?,?,?,1792,57712,No
0.267484,112.916667,0.0785,0,36.806667,5.27,0.109755,1371031.2,1946537.6,746.14,?,?,?,?,?,1792,57712,No
0.267899,112.633333,0.062,0,34.853333,5,0.104134,1199682.8,1703220.4,752.6,?,?,?,?,?,1792,57712,No
1.309713,123.773333,0.080167,0,45.826667,5.73,0.119703,1189178.4,1703220.4,759.77,35.86,0.746828,89728.4,110601.2,8453.95,1792,57712,No
0.208528,112.13,0.062333,0,29.766667,5.76,0.11996,1338999.6,1946537.6,766.51,?,?,?,?,?,1792,57712,No
0.236651,147.816667,0.068333,0,31.133333,6.41,0.133497,1492105.6,2189854.8,773.4,?,?,?,?,?,1792,57712,No
0.227865,112.006667,0.0775,0,31.426667,7.15,0.14891,1645100.4,2433172,780.55,?,?,?,?,?,1792,57712,No
0.30748,113.93,0.083167,0,42.86,6.37,0.132841,1473128.4,2189854.8,787.41,?,?,?,?,?,1792,57712,No
0.283107,111.63,0.070333,0,33.966667,7.24,0.150783,1630856.8,2433172,794.65,?,?,?,?,?,1792,57712,No
0.226653,112.423333,0.063333,0,30.48,7.3,0.152034,1627398.4,2433172,801.95,?,?,?,?,?,1792,57712,No
0.220611,113.076667,0.0585,0,30.713333,6.69,0.139736,1463728,2189854.8,809.12,?,?,?,?,?,1792,57712,No
0.244985,147.463333,0.065833,0,30.953333,7.27,0.151408,1625379.2,2433172,816.39,?,?,?,?,?,1792,57712,No
1.296586,124.653333,0.0745,0,46.413333,7.69,0.160155,1623561.2,2433172,824.08,35.54,0.740172,89547.2,110417.6,8489.49,1792,57712,No
0.333103,120.07,0.084333,0,41.753333,7.239999,0.150784,1622133.6,2433172,831.32,?,?,?,?,?,1792,57712,No
0.285665,112.093333,0.046,0,33.5,7.449999,0.155359,1621476,2433172,838.77,?,?,?,?,?,1792,57712,No
0.236652,114.033333,0.073333,0,30.433333,7.94,0.165362,1620184.4,2433172,846.71,?,?,?,?,?,1792,57712,No
0.215404,110.116667,0.057333,0,28.146667,7.46,0.155365,1619713.2,2433172,854.17,?,?,?,?,?,1792,57712,No
9.207947,136.626667,0.0865,0.62,32.713333,437.06,9.123308,1624008,2451555.6,1291.23,?,?,?,?,?,1792,57712,Yes
12.545856,77.866667,0.058667,0.446667,37.393333,598.33997,12.46126,1621474.4,2448631.2,1889.57,?,?,?,?,?,1792,57712,No
12.667489,65.353333,0.0645,0,32.633333,601.43994,12.525851,1622330.8,2450031.2,2491.01,?,?,?,?,?,1792,57712,No
11.205596,71.016667,0.082333,0.386667,62.66,531.08997,11.060583,1622464,2451264.8,3022.1,?,?,?,?,?,1792,57712,No
1.577395,125.863333,0.083333,0,46.418333,18.29,0.381126,1623154.8,2453732,3040.39,39.21,0.828633,135670.8,166975.2,8528.7,1792,57712,No
0.468043,106.58,0.054833,0,30.426667,19.029999,0.396328,1623539.6,2453732,3059.42,?,?,?,?,?,1792,57712,No
0.476844,146.276667,0.0595,0,31.44,18.56,0.386537,1623632.8,2453732,3077.98,?,?,?,?,?,1792,57712,No
0.63142,124.68,0.070667,0,29.886667,26.89,0.560255,1623669.2,2453732,3104.87,?,?,?,?,?,1792,57712,No
0.614962,110.946667,0.056,0,34.573333,22.960003,0.478183,1623712.4,2453732,3127.83,?,?,?,?,?,1792,57712,No
0.599338,110.176667,0.071667,0,33.533333,22.380001,0.466095,1623809.2,2453732,3150.21,?,?,?,?,?,1792,57712,No
0.552258,110.303333,0.055,0,29.953333,23.18,0.482762,1623873.6,2453732,3173.39,?,?,?,?,?,1792,57712,No
0.623917,109.04,0.058,0,29.74,26.589998,0.553976,1623963.2,2453732,3199.98,?,?,?,?,?,1792,57712,No
0.653499,146.346667,0.071167,0,30.52,27.15,0.565435,1624120.4,2453732,3227.13,?,?,?,?,?,1792,57712,No
1.828767,121.606667,0.072167,0,46.291667,31.569998,0.657493,1624279.2,2453732,3258.7,38.35,0.798687,91168.8,112039.2,8567.05,1792,57712,No
0.798078,112.926667,0.0675,0,40.413333,30.92,0.645535,1624360,2453732,3289.62,?,?,?,?,?,1792,57712,No
0.880153,110.213333,0.067667,0,34.2,35.98,0.749344,1624448.8,2453732,3325.6,?,?,?,?,?,1792,57712,No
0.911818,110.113333,0.061,0,30.46,40.24,0.83805,1624596,2453732,3365.84,?,?,?,?,?,1792,57712,No
0.979522,107.063333,0.055,0,30.66,43.920002,0.914704,1624740.8,2453732,3409.76,?,?,?,?,?,1792,57712,Yes
12.203612,90.263333,0.058,0,23.866667,580.68,12.114306,1624862.8,2453732,3990.44,?,?,?,?,?,1792,57712,No
12.577964,50.67,0.044,0,24.346667,600.2,12.500052,1624864,2453732,4590.64,?,?,?,?,?,1792,57712,No
0.49955,110.33,0.106167,0,74.68,?,?,?,?,?,?,?,?,?,?,?,?,No
0.290397,97.973333,0.097667,0,59.733333,?,?,?,?,?,?,?,?,?,?,?,?,No
0.281231,97.996667,0.115167,0,59.7,?,?,?,?,?,?,?,?,?,?,?,?,No
0.262483,95.28,0.087333,0,59.026667,?,?,?,?,?,?,?,?,?,?,?,?,No
0.28644,130.843333,0.1025,0,55.68,?,?,?,?,?,?,?,?,?,?,?,?,No
0.253108,94.55,0.093667,0,56.346667,?,?,?,?,?,?,?,?,?,?,?,?,No
0.454134,100.143333,0.1125,0,70.38,?,?,?,?,?,?,?,?,?,?,?,?,No
2.531274,108.735441,0.118469,0,77.640599,?,?,?,?,?,?,?,?,?,?,?,?,No
0.32907,100.791319,0.075292,0,57.435726,?,?,?,?,?,?,?,?,?,?,?,?,No
